onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ks_fifths	ts_beats	ts_beat_type	measureNumberWithSuffix	onset_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	is_downbeat	downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label	note_degree
928	4	464.0	464	2.0	2	117	3	2	2	117	232.0	B3	59	True	B	0	0	1.0	True	1	Cello	1	117	4.0	169	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V	True	2
928	4	464.0	464	2.0	2	117	3	2	2	117	232.0	B2	47	True	B	0	0	1.0	True	1	Cello	1	117	4.0	169	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V	True	2
932	4	466.0	466	2.0	2	117	3	2	2	117	233.0	E6	88	True	E	0	1/2	2.0	True	2	Cello	1	117	4.0	169	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V	True	5
932	4	466.0	466	2.0	2	117	3	2	2	117	233.0	E5	76	True	E	0	1/2	2.0	True	2	Cello	1	117	4.0	169	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V	True	5
932	4	466.0	466	2.0	2	117	3	2	2	117	233.0	E4	64	True	E	0	1/2	2.0	True	2	Cello	1	117	4.0	169	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V	True	5
932	4	466.0	466	2.0	2	117	3	2	2	117	233.0	E3	52	True	E	0	1/2	2.0	True	2	Cello	1	117	4.0	169	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V	True	5
936	4	468.0	468	2.0	2	118	3	2	2	118	234.0	D6	86	True	D	0	0	1.0	True	1	Cello	1	118	4.0	170	vi	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	A	A	6	None	vi	True	4
936	4	468.0	468	2.0	2	118	3	2	2	118	234.0	D5	74	True	D	0	0	1.0	True	1	Cello	1	118	4.0	170	vi	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	A	A	6	None	vi	True	4
936	4	468.0	468	2.0	2	118	3	2	2	118	234.0	D4	62	True	D	0	0	1.0	True	1	Cello	1	118	4.0	170	vi	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	A	A	6	None	vi	True	4
936	4	468.0	468	2.0	2	118	3	2	2	118	234.0	D3	50	True	D	0	0	1.0	True	1	Cello	1	118	4.0	170	vi	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	A	A	6	None	vi	True	4
940	4	470.0	470	2.0	2	118	3	2	2	118	235.0	C#6	85	True	C	1	1/2	2.0	True	2	Cello	1	118	4.0	170	vi	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	A	A	6	None	vi	True	3
940	4	470.0	470	2.0	2	118	3	2	2	118	235.0	C#5	73	True	C	1	1/2	2.0	True	2	Cello	1	118	4.0	170	vi	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	A	A	6	None	vi	True	3
940	4	470.0	470	2.0	2	118	3	2	2	118	235.0	C#4	61	True	C	1	1/2	2.0	True	2	Cello	1	118	4.0	170	vi	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	A	A	6	None	vi	True	3
940	4	470.0	470	2.0	2	118	3	2	2	118	235.0	C#3	49	True	C	1	1/2	2.0	True	2	Cello	1	118	4.0	170	vi	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	A	A	6	None	vi	True	3
944	2	472.0	472	1.0	1	119	3	2	2	119	236.0	F#5	78	True	F	1	0	1.0	True	1	Cello	1	119	2.0	171	V7	True	('E', 'G#', 'B', 'D')	E	E	0	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	6
944	2	472.0	472	1.0	1	119	3	2	2	119	236.0	F#4	66	True	F	1	0	1.0	True	1	Cello	1	119	2.0	171	V7	True	('E', 'G#', 'B', 'D')	E	E	0	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	6
944	2	472.0	472	1.0	1	119	3	2	2	119	236.0	F#3	54	True	F	1	0	1.0	True	1	Cello	1	119	2.0	171	V7	True	('E', 'G#', 'B', 'D')	E	E	0	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	6
944	2	472.0	472	1.0	1	119	3	2	2	119	236.0	F#2	42	True	F	1	0	1.0	True	1	Cello	1	119	2.0	171	V7	True	('E', 'G#', 'B', 'D')	E	E	0	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	6
946	2	473.0	473	1.0	1	119	3	2	2	119	236.5	G#5	80	True	G	1	1/4	1.5	False	0	Cello	1	119	2.0	171	V7	False	('E', 'G#', 'B', 'D')	E	E	0	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	7
946	2	473.0	473	1.0	1	119	3	2	2	119	236.5	G#4	68	True	G	1	1/4	1.5	False	0	Cello	1	119	2.0	171	V7	False	('E', 'G#', 'B', 'D')	E	E	0	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	7
946	2	473.0	473	1.0	1	119	3	2	2	119	236.5	G#3	56	True	G	1	1/4	1.5	False	0	Cello	1	119	2.0	171	V7	False	('E', 'G#', 'B', 'D')	E	E	0	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	7
946	2	473.0	473	1.0	1	119	3	2	2	119	236.5	G#2	44	True	G	1	1/4	1.5	False	0	Cello	1	119	2.0	171	V7	False	('E', 'G#', 'B', 'D')	E	E	0	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	7
948	2	474.0	474	1.0	1	119	3	2	2	119	237.0	A5	81	True	A	0	1/2	2.0	True	2	Cello	1	119	2.0	172	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	1
948	2	474.0	474	1.0	1	119	3	2	2	119	237.0	A4	69	True	A	0	1/2	2.0	True	2	Cello	1	119	2.0	172	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	1
948	2	474.0	474	1.0	1	119	3	2	2	119	237.0	A3	57	True	A	0	1/2	2.0	True	2	Cello	1	119	2.0	172	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	1
948	2	474.0	474	1.0	1	119	3	2	2	119	237.0	A2	45	True	A	0	1/2	2.0	True	2	Cello	1	119	2.0	172	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	1
950	2	475.0	475	1.0	1	119	3	2	2	119	237.5	F#5	78	True	F	1	3/4	2.5	False	0	Cello	1	119	2.0	172	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	6
950	2	475.0	475	1.0	1	119	3	2	2	119	237.5	F#4	66	True	F	1	3/4	2.5	False	0	Cello	1	119	2.0	172	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	6
950	2	475.0	475	1.0	1	119	3	2	2	119	237.5	F#3	54	True	F	1	3/4	2.5	False	0	Cello	1	119	2.0	172	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	6
950	2	475.0	475	1.0	1	119	3	2	2	119	237.5	F#2	42	True	F	1	3/4	2.5	False	0	Cello	1	119	2.0	172	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	6
952	4	476.0	476	2.0	2	120	3	2	2	120	238.0	E5	76	True	E	0	0	1.0	True	1	Cello	1	120	2.0	173	I	True	('E', 'A', 'C#')	E	A	2	major triad	(1, 4, 9)	A	A	1	None	I	True	5
952	2	476.0	476	1.0	1	120	3	2	2	120	238.0	E4	64	True	E	0	0	1.0	True	1	Cello	1	120	2.0	173	I	True	('E', 'A', 'C#')	E	A	2	major triad	(1, 4, 9)	A	A	1	None	I	True	5
952	8	476.0	476	4.0	4	120	3	2	2	120	238.0	E3	52	True	E	0	0	1.0	True	1	Cello	1	120	2.0	173	I	True	('E', 'A', 'C#')	E	A	2	major triad	(1, 4, 9)	A	A	1	None	I	True	5
952	4	476.0	476	2.0	2	120	3	2	2	120	238.0	E2	40	True	E	0	0	1.0	True	1	Cello	1	120	2.0	173	I	True	('E', 'A', 'C#')	E	A	2	major triad	(1, 4, 9)	A	A	1	None	I	True	5
954	2	477.0	477	1.0	1	120	3	2	2	120	238.5	D4	62	True	D	0	1/4	1.5	False	0	Cello	1	120	2.0	173	I	False	('E', 'A', 'C#')	E	A	2	major triad	(1, 4, 9)	A	A	1	None	I	True	4
956	4	478.0	478	2.0	2	120	3	2	2	120	239.0	A4	69	True	A	0	1/2	2.0	True	2	Cello	1	120	2.0	174	I	True	('C#', 'E', 'A')	C#	A	1	major triad	(1, 4, 9)	A	A	1	None	I	True	1
956	2	478.0	478	1.0	1	120	3	2	2	120	239.0	C#4	61	True	C	1	1/2	2.0	True	2	Cello	1	120	2.0	174	I	True	('C#', 'E', 'A')	C#	A	1	major triad	(1, 4, 9)	A	A	1	None	I	True	3
956	4	478.0	478	2.0	2	120	3	2	2	120	239.0	A2	45	True	A	0	1/2	2.0	True	2	Cello	1	120	2.0	174	I	True	('C#', 'E', 'A')	C#	A	1	major triad	(1, 4, 9)	A	A	1	None	I	True	1
958	2	479.0	479	1.0	1	120	3	2	2	120	239.5	C#5	73	True	C	1	3/4	2.5	False	0	Cello	1	120	2.0	174	I	False	('C#', 'E', 'A')	C#	A	1	major triad	(1, 4, 9)	A	A	1	None	I	True	3
960	4	480.0	480	2.0	2	121	3	2	2	121	240.0	C#5	73	True	C	1	0	1.0	True	1	Cello	1	121	2.0	175	IV	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	A	A	4	None	IV	True	3
960	4	480.0	480	2.0	2	121	3	2	2	121	240.0	C#3	49	True	C	1	0	1.0	True	1	Cello	1	121	2.0	175	IV	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	A	A	4	None	IV	True	3
960	4	480.0	480	2.0	2	121	3	2	2	121	240.0	E2	40	True	E	0	0	1.0	True	1	Cello	1	121	2.0	175	IV	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	A	A	4	None	IV	True	5
962	2	481.0	481	1.0	1	121	3	2	2	121	240.5	B4	71	True	B	0	1/4	1.5	False	0	Cello	1	121	2.0	175	IV	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	A	A	4	None	IV	True	2
964	4	482.0	482	2.0	2	121	3	2	2	121	241.0	E5	76	True	E	0	1/2	2.0	True	2	Cello	1	121	2.0	176	I	True	('C#', 'E', 'A')	C#	A	1	major triad	(1, 4, 9)	A	A	1	None	I	True	5
964	2	482.0	482	1.0	1	121	3	2	2	121	241.0	A4	69	True	A	0	1/2	2.0	True	2	Cello	1	121	2.0	176	I	True	('C#', 'E', 'A')	C#	A	1	major triad	(1, 4, 9)	A	A	1	None	I	True	1
964	4	482.0	482	2.0	2	121	3	2	2	121	241.0	A3	57	True	A	0	1/2	2.0	True	2	Cello	1	121	2.0	176	I	True	('C#', 'E', 'A')	C#	A	1	major triad	(1, 4, 9)	A	A	1	None	I	True	1
964	4	482.0	482	2.0	2	121	3	2	2	121	241.0	C#2	37	True	C	1	1/2	2.0	True	2	Cello	1	121	2.0	176	I	True	('C#', 'E', 'A')	C#	A	1	major triad	(1, 4, 9)	A	A	1	None	I	True	3
966	2	483.0	483	1.0	1	121	3	2	2	121	241.5	A5	81	True	A	0	3/4	2.5	False	0	Cello	1	121	2.0	176	I	False	('C#', 'E', 'A')	C#	A	1	major triad	(1, 4, 9)	A	A	1	None	I	True	1
968	4	484.0	484	2.0	2	122	3	2	2	122	242.0	F#5	78	True	F	1	0	1.0	True	1	Cello	1	122	2.0	177	V7	True	('D', 'E', 'G#', 'B')	D	E	3	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	6
968	4	484.0	484	2.0	2	122	3	2	2	122	242.0	A3	57	False	A	0	0	1.0	True	1	Cello	1	122	2.0	177	V7	True	('D', 'E', 'G#', 'B')	D	E	3	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	1
968	4	484.0	484	2.0	2	122	3	2	2	122	242.0	D2	38	True	D	0	0	1.0	True	1	Cello	1	122	2.0	177	V7	True	('D', 'E', 'G#', 'B')	D	E	3	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	4
970	2	485.0	485	1.0	1	122	3	2	2	122	242.5	D5	74	True	D	0	1/4	1.5	False	0	Cello	1	122	2.0	177	V7	False	('D', 'E', 'G#', 'B')	D	E	3	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	4
972	4	486.0	486	2.0	2	122	3	2	2	122	243.0	E5	76	True	E	0	1/2	2.0	True	2	Cello	1	122	2.0	178	V7	True	('G#', 'B', 'D', 'E')	G#	E	1	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	5
972	2	486.0	486	1.0	1	122	3	2	2	122	243.0	A4	69	True	A	0	1/2	2.0	True	2	Cello	1	122	2.0	178	V7	True	('G#', 'B', 'D', 'E')	G#	E	1	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	1
972	4	486.0	486	2.0	2	122	3	2	2	122	243.0	A3	57	True	A	0	1/2	2.0	True	2	Cello	1	122	2.0	178	V7	True	('G#', 'B', 'D', 'E')	G#	E	1	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	1
972	4	486.0	486	2.0	2	122	3	2	2	122	243.0	C#2	37	True	C	1	1/2	2.0	True	2	Cello	1	122	2.0	178	V7	True	('G#', 'B', 'D', 'E')	G#	E	1	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	3
974	2	487.0	487	1.0	1	122	3	2	2	122	243.5	A5	81	True	A	0	3/4	2.5	False	0	Cello	1	122	2.0	178	V7	False	('G#', 'B', 'D', 'E')	G#	E	1	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	1
976	2	488.0	488	1.0	1	123	3	2	2	123	244.0	F#5	78	True	F	1	0	1.0	True	1	Cello	1	123	2.0	179	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	6
976	2	488.0	488	1.0	1	123	3	2	2	123	244.0	G#3	56	True	G	1	0	1.0	True	1	Cello	1	123	2.0	179	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	7
976	2	488.0	488	1.0	1	123	3	2	2	123	244.0	D2	38	True	D	0	0	1.0	True	1	Cello	1	123	2.0	179	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	4
978	2	489.0	489	1.0	1	123	3	2	2	123	244.5	G#5	80	True	G	1	1/4	1.5	False	0	Cello	1	123	2.0	179	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	7
978	2	489.0	489	1.0	1	123	3	2	2	123	244.5	D4	62	True	D	0	1/4	1.5	False	0	Cello	1	123	2.0	179	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	4
978	2	489.0	489	1.0	1	123	3	2	2	123	244.5	F#3	54	True	F	1	1/4	1.5	False	0	Cello	1	123	2.0	179	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	6
978	2	489.0	489	1.0	1	123	3	2	2	123	244.5	E2	40	True	E	0	1/4	1.5	False	0	Cello	1	123	2.0	179	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	5
980	2	490.0	490	1.0	1	123	3	2	2	123	245.0	A5	81	True	A	0	1/2	2.0	True	2	Cello	1	123	2.0	180	vi	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	A	A	6	None	vi	True	1
980	2	490.0	490	1.0	1	123	3	2	2	123	245.0	A3	57	True	A	0	1/2	2.0	True	2	Cello	1	123	2.0	180	vi	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	A	A	6	None	vi	True	1
980	2	490.0	490	1.0	1	123	3	2	2	123	245.0	E3	52	True	E	0	1/2	2.0	True	2	Cello	1	123	2.0	180	vi	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	A	A	6	None	vi	True	5
980	2	490.0	490	1.0	1	123	3	2	2	123	245.0	F#2	42	True	F	1	1/2	2.0	True	2	Cello	1	123	2.0	180	vi	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	A	A	6	None	vi	True	6
982	2	491.0	491	1.0	1	123	3	2	2	123	245.5	B5	83	True	B	0	3/4	2.5	False	0	Cello	1	123	2.0	180	vi	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	A	A	6	None	vi	True	2
982	2	491.0	491	1.0	1	123	3	2	2	123	245.5	D5	74	True	D	0	3/4	2.5	False	0	Cello	1	123	2.0	180	vi	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	A	A	6	None	vi	True	4
982	2	491.0	491	1.0	1	123	3	2	2	123	245.5	D3	50	True	D	0	3/4	2.5	False	0	Cello	1	123	2.0	180	vi	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	A	A	6	None	vi	True	4
982	2	491.0	491	1.0	1	123	3	2	2	123	245.5	G#2	44	True	G	1	3/4	2.5	False	0	Cello	1	123	2.0	180	vi	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	A	A	6	None	vi	True	7
984	4	492.0	492	2.0	2	124	3	2	2	124	246.0	C#6	85	True	C	1	0	1.0	True	1	Cello	1	124	2.0	181	V7	True	('G#', 'B', 'D', 'E')	G#	E	1	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	3
984	4	492.0	492	2.0	2	124	3	2	2	124	246.0	C#3	49	True	C	1	0	1.0	True	1	Cello	1	124	2.0	181	V7	True	('G#', 'B', 'D', 'E')	G#	E	1	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	3
984	4	492.0	492	2.0	2	124	3	2	2	124	246.0	A2	45	True	A	0	0	1.0	True	1	Cello	1	124	2.0	181	V7	True	('G#', 'B', 'D', 'E')	G#	E	1	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	1
986	2	493.0	493	1.0	1	124	3	2	2	124	246.5	D4	62	True	D	0	1/4	1.5	False	0	Cello	1	124	2.0	181	V7	False	('G#', 'B', 'D', 'E')	G#	E	1	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	4
988	4	494.0	494	2.0	2	124	3	2	2	124	247.0	A5	81	True	A	0	1/2	2.0	True	2	Cello	1	124	2.0	182	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V	True	1
988	2	494.0	494	1.0	1	124	3	2	2	124	247.0	C#4	61	True	C	1	1/2	2.0	True	2	Cello	1	124	2.0	182	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V	True	3
988	4	494.0	494	2.0	2	124	3	2	2	124	247.0	A3	57	True	A	0	1/2	2.0	True	2	Cello	1	124	2.0	182	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V	True	1
988	4	494.0	494	2.0	2	124	3	2	2	124	247.0	F#2	42	True	F	1	1/2	2.0	True	2	Cello	1	124	2.0	182	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V	True	6
990	2	495.0	495	1.0	1	124	3	2	2	124	247.5	C#5	73	True	C	1	3/4	2.5	False	0	Cello	1	124	2.0	182	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V	True	3
992	4	496.0	496	2.0	2	125	3	2	2	125	248.0	B5	83	True	B	0	0	1.0	True	1	Cello	1	125	2.0	183	V7	True	('G#', 'B', 'D', 'E')	G#	E	1	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	2
992	4	496.0	496	2.0	2	125	3	2	2	125	248.0	B3	59	True	B	0	0	1.0	True	1	Cello	1	125	2.0	183	V7	True	('G#', 'B', 'D', 'E')	G#	E	1	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	2
992	4	496.0	496	2.0	2	125	3	2	2	125	248.0	G#2	44	True	G	1	0	1.0	True	1	Cello	1	125	2.0	183	V7	True	('G#', 'B', 'D', 'E')	G#	E	1	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	7
994	2	497.0	497	1.0	1	125	3	2	2	125	248.5	F#4	66	True	F	1	1/4	1.5	False	0	Cello	1	125	2.0	183	V7	False	('G#', 'B', 'D', 'E')	G#	E	1	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	6
996	4	498.0	498	2.0	2	125	3	2	2	125	249.0	E6	88	True	E	0	1/2	2.0	True	2	Cello	1	125	2.0	184	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	5
996	2	498.0	498	1.0	1	125	3	2	2	125	249.0	E4	64	True	E	0	1/2	2.0	True	2	Cello	1	125	2.0	184	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	5
996	4	498.0	498	2.0	2	125	3	2	2	125	249.0	G#3	56	True	G	1	1/2	2.0	True	2	Cello	1	125	2.0	184	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	7
996	4	498.0	498	2.0	2	125	3	2	2	125	249.0	E2	40	True	E	0	1/2	2.0	True	2	Cello	1	125	2.0	184	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	5
998	2	499.0	499	1.0	1	125	3	2	2	125	249.5	E5	76	True	E	0	3/4	2.5	False	0	Cello	1	125	2.0	184	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	5
1000	4	500.0	500	2.0	2	126	3	2	2	126	250.0	D6	86	True	D	0	0	1.0	True	1	Cello	1	126	2.0	185	iio	True	('D', 'F', 'B')	D	B	1	diminished triad	(2, 5, 11)	A	A	2	None	iio	True	4
1000	4	500.0	500	2.0	2	126	3	2	2	126	250.0	B3	59	True	B	0	0	1.0	True	1	Cello	1	126	2.0	185	iio	True	('D', 'F', 'B')	D	B	1	diminished triad	(2, 5, 11)	A	A	2	None	iio	True	2
1000	4	500.0	500	2.0	2	126	3	2	2	126	250.0	G#2	44	True	G	1	0	1.0	True	1	Cello	1	126	2.0	185	iio	True	('D', 'F', 'B')	D	B	1	diminished triad	(2, 5, 11)	A	A	2	None	iio	True	7
1002	2	501.0	501	1.0	1	126	3	2	2	126	250.5	B4	71	True	B	0	1/4	1.5	False	0	Cello	1	126	2.0	185	iio	False	('D', 'F', 'B')	D	B	1	diminished triad	(2, 5, 11)	A	A	2	None	iio	True	2
1004	4	502.0	502	2.0	2	126	3	2	2	126	251.0	C#6	85	True	C	1	1/2	2.0	True	2	Cello	1	126	2.0	186	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	3
1004	2	502.0	502	1.0	1	126	3	2	2	126	251.0	A4	69	True	A	0	1/2	2.0	True	2	Cello	1	126	2.0	186	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	1
1004	4	502.0	502	2.0	2	126	3	2	2	126	251.0	C#4	61	True	C	1	1/2	2.0	True	2	Cello	1	126	2.0	186	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	3
1004	4	502.0	502	2.0	2	126	3	2	2	126	251.0	A2	45	True	A	0	1/2	2.0	True	2	Cello	1	126	2.0	186	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	1
1006	2	503.0	503	1.0	1	126	3	2	2	126	251.5	E5	76	True	E	0	3/4	2.5	False	0	Cello	1	126	2.0	186	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	5
1008	4	504.0	504	2.0	2	127	3	2	2	127	252.0	B5	83	True	B	0	0	1.0	True	1	Cello	1	127	2.0	187	V7	True	('B', 'D', 'E', 'G#')	B	E	2	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	2
1008	2	504.0	504	1.0	1	127	3	2	2	127	252.0	D4	62	True	D	0	0	1.0	True	1	Cello	1	127	2.0	187	V7	True	('B', 'D', 'E', 'G#')	B	E	2	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	4
1008	8	504.0	504	4.0	4	127	3	2	2	127	252.0	A2	45	False	A	0	0	1.0	True	1	Cello	1	127	2.0	187	V7	True	('B', 'D', 'E', 'G#')	B	E	2	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	1
1010	2	505.0	505	1.0	1	127	3	2	2	127	252.5	F5	77	True	F	0	1/4	1.5	False	0	Cello	1	127	2.0	187	V7	False	('B', 'D', 'E', 'G#')	B	E	2	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	b6
1010	2	505.0	505	1.0	1	127	3	2	2	127	252.5	D5	74	True	D	0	1/4	1.5	False	0	Cello	1	127	2.0	187	V7	False	('B', 'D', 'E', 'G#')	B	E	2	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	4
1012	4	506.0	506	2.0	2	127	3	2	2	127	253.0	C#6	85	True	C	1	1/2	2.0	True	2	Cello	1	127	2.0	188	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	3
1012	2	506.0	506	1.0	1	127	3	2	2	127	253.0	E5	76	True	E	0	1/2	2.0	True	2	Cello	1	127	2.0	188	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	5
1012	2	506.0	506	1.0	1	127	3	2	2	127	253.0	C#5	73	True	C	1	1/2	2.0	True	2	Cello	1	127	2.0	188	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	3
1014	2	507.0	507	1.0	1	127	3	2	2	127	253.5	C#5	73	True	C	1	3/4	2.5	False	0	Cello	1	127	2.0	188	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	3
1014	2	507.0	507	1.0	1	127	3	2	2	127	253.5	E4	64	True	E	0	3/4	2.5	False	0	Cello	1	127	2.0	188	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	5
1016	4	508.0	508	2.0	2	128	3	2	2	128	254.0	D6	86	True	D	0	0	1.0	True	1	Cello	1	128	2.0	189	V7	True	('G#', 'B', 'D', 'E')	G#	E	1	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	4
1016	2	508.0	508	1.0	1	128	3	2	2	128	254.0	B3	59	True	B	0	0	1.0	True	1	Cello	1	128	2.0	189	V7	True	('G#', 'B', 'D', 'E')	G#	E	1	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True	2
